,index,spotify_artist_id,list_original_name,music_story_id,instagram_url,instagram_username,facebook_url,facebook_username,twitter_url,twitter_username,instagram_followers,instagram_data
1008,1009,7KMqksf0UMdyA0UCf4R3ux,"""James Blunt""",4897,,,,,,,-1,
1009,1010,2Q4r4Epfaaho06ONTHx7OS,"""MC's Jhowzinho & Kadinho""",,,,,,,,-1,
1011,1012,2P5sC9cVZDToPxyomzF1UH,"""Joey Bada$$""",4494728,,,,,,,-1,
1012,1013,2j2rh3oQh4QEUnNTDKYSJD,"""187 Strassenbande""",4591217,,,,,,,-1,
1013,1014,0RqtSIYZmd4fiBKVFqyIqD,"""Thirty Seconds To Mars""",105054,,,,,,,-1,
1014,1015,2UZMlIwnkgAEDBsw1Rejkn,"""Tom Petty""",3,,,,,,,-1,
1015,1016,19ra5tSw0tWufvUp8GotLo,"""George Michael""",1413,,,,,,,-1,
1016,1017,5RSYz1KaYXbHfKdlaxAI8O,"""DJ Jonathan""",,,,,,,,-1,
1017,1018,5schNIzWdI9gJ1QRK8SBnc,"""Ben Howard""",116380,,,,,,,-1,
1018,1019,2T5vGJaxQIczaOZSUrvM1A,"""Jason French""",4564160,,,,,,,-1,
1019,1020,0XNvr6bnNywV946ZKaJtr0,"""Joakim Lundell""",,,,,,,,-1,
1020,1021,521qvhdobR0GzhvU6TFw76,"""Tritonal""",4473453,,,,,,,-1,
1024,1025,4lDBihdpMlOalxy1jkUbPl,"""Grey""",,,,,,,,-1,
1025,1026,08JjzDgK2ltxMBWlez1YyH,"""Hasse Andersson""",135689,,,,,,,-1,
1029,1030,1O5L4lbEpxlI7udBqsSQJa,"""Blue Suede Daddys""",127616,,,,,,,-1,
1030,1031,4utLUGcTvOJFr6aqIJtYWV,"""Skylar Grey""",153349,,,,,,,-1,
1032,1033,0Ya43ZKWHTKkAbkoJJkwIB,"""The Wombats""",104434,,,,,,,-1,
1034,1035,09hVIj6vWgoCDtT03h8ZCa,"""A Tribe Called Quest""",101780,,,,,,,-1,
1036,1037,0B3N0ZINFWvizfa8bKiz4v,"""James TW""",4622041,,,,,,,-1,
1038,1039,67nwj3Y5sZQLl72VNUHEYE,"""Wale""",114995,,,,,,,-1,
1040,1041,5abrQugiw9ysKSuemQW7K9,"""Amanda Jenssen""",117727,,,,,,,-1,
1042,1043,12Chz98pHFMPJEknJQMWvI,"""Muse""",100408,,,,,,,-1,
1043,1044,6IH1y7lDZ4f5emA2chtADV,"""Blak""",,,,,,,,-1,
1044,1045,3RbyaF3Pq6iDUKNp04AIcU,"""New Politics""",118448,,,,,,,-1,
1045,1046,0NWbwDZY1VkRqFafuQm6wk,"""Mike WiLL Made-It""",4552508,,,,,,,-1,
1047,1048,5So3Ot8FgnAlkz4v02elso,"""SaRaha""",4670431,,,,,,,-1,
1049,1050,2nuKjZLgc7II6FO4Rxjt5e,"""Blonde""",4561467,,,,,,,-1,
1053,1054,7DXjp1eSv6Xf759gmCiApa,"""Panetoz""",4482249,,,,,,,-1,
1056,1057,5pZE9tgrhmIGWAsJZ7YxNK,"""Luny Tunes""",4489892,,,,,,,-1,
1057,1058,3AlRiyjMywTVNzTcHbf9QT,"""Lil' Kleine""",4572307,,,,,,,-1,
1059,1060,6jU2Tt13MmXYk0ZBv1KmfO,"""Giorgio Moroder""",411,,,,,,,-1,
1060,1061,2QGdI8fUEuoVPJ4xuC5NDe,"""Laura Welsh""",4562787,,,,,,,-1,
1063,1064,1AtI1rQj5b84lSWR6QEJ46,"""Johnny Newport""",,,,,,,,-1,
1065,1066,1avL1hvvSnr1BOVKMpq1cE,"""Ken Floor""",,,,,,,,-1,
1066,1067,2GHclqNVjqGuiE5mA7BEoc,"""Common""",6745,,,,,,,-1,
1067,1068,6KWcxMWVNVIYbdOQyJtsSy,"""The Platters""",100577,http://www.instagram.com/theplattersnow,theplattersnow,,,,,-1,
1068,1069,3q6vAnrFIwWtAERGIXCwmV,"""Jaymes Reunion""",,,,,,,,-1,
1069,1070,7EK1bQADBoqbYXnT4Cqv9w,"""John Denver""",4980,,,,,,,-1,
1071,1072,3vbKDsSS70ZX9D2OcvbZmS,"""Beck""",998,,,,,,,-1,
1072,1073,7w29MU70EVgvR0c5f4wIxf,"""Winterland Big Band""",,,,,,,,-1,
1073,1074,2OIWxN9xUhgUHkeUCWCaNs,"""Veronica Maggio""",137861,,,,,,,-1,
1076,1077,0k17h0D3J5VfsdmQ1iZtE9,"""Pink Floyd""",100093,,,,,,,-1,
1077,1078,397jYgLYL4N6XsutEYQlP5,"""The Starlite Singers""",,,,,,,,-1,
1078,1079,3cvKNz7BwIY404XtZ5tpUW,"""Troy Ave""",4571329,,,,,,,-1,
1081,1082,07QEuhtrNmmZ0zEcqE9SF6,"""Owl City""",115601,,,,,,,-1,
1084,1085,3QGKsAfhZdldQCLuLjk6zl,"""Us The Duo""",4593013,,,,,,,-1,
1085,1086,2txHhyCwHjUEpJjWrEyqyX,"""Tom Odell""",4496876,,,,,,,-1,
1088,1089,4N874uPqBka1QiCvnCVOtr,"""Phoebe Ryan""",4571905,,,,,,,-1,
1089,1090,3Pdait6yo2LXvw2CwnagZr,"""Polina Gagarina""",,,,,,,,-1,
1090,1091,0NbfKEOTQCcwd6o7wSDOHI,"""The Game""",8124,,,,,,,-1,
1091,1092,3CjlHNtplJyTf9npxaPl5w,"""CHVRCHES""",4502740,,,,,,,-1,
1092,1093,6If57j6e3TXXk0HiLcIZca,"""Sevyn Streeter""",4498459,,,,,,,-1,
1094,1095,7KAGJwWQQui8b0uqwXRkSr,"""GestÃ¶rt aber GeiL""",4567843,,,,,,,-1,
1096,1097,2NX52zvQRp4AxVzhp2cMiP,"""Kenny B""",4494679,,,,,,,-1,
1097,1098,7iW0o1suit8xY24m9M5L0u,"""De Vet Du""",4489633,,,,,,,-1,
1098,1099,16GcWuvvybAoaHr0NqT8Eh,"""Alabama Shakes""",4471856,,,,,,,-1,
1099,1100,6PAt558ZEZl0DmdXlnjMgD,"""Eric Clapton""",61,,,,,,,-1,
1100,1101,5xLSa7l4IV1gsQfhAMvl0U,"""B.B. King""",91,,,,,,,-1,
1102,1103,0QmOR0TqxMPtZxtaIJ5klY,"""Nadav Guedj""",,,,,,,,-1,
1103,1104,6FQqZYVfTNQ1pCqfkwVFEa,"""Foals""",,,,,,,,-1,
1106,1107,08uWJ3O13e3RJCxaiZh8qm,"""Elina Born & Stig RÃ¤sta""",4527377,,,,,,,-1,
1108,1109,0bxSJJ7V2M4Zb9lpRzWPD8,"""JIMIN""",,,,,,,,-1,
1109,1110,3ipn9JLAPI5GUEo4y4jcoi,"""Ludacris""",4657,,,,,,,-1,
1110,1111,6Dy7Ex5zlTLgXbsB92rPji,"""iSHi""",,,,,,,,-1,
1111,1112,3IaqL9bsZtYJkqNLiovVho,"""Handsome Ghost""",4566181,,,,,,,-1,
